C00001917|12152016|25|1|25
C00001917|12162016|17|6|285
C00001917|12172016|40|1|40
C00001917|12202016|30|1|30
C00001917|12222016|100|1|100
C00001917|12242016|20|3|50
C00001917|12252016|10|1|10
C00001917|12292016|100|1|100
C00001917|12312016|20|1|20
C00002089|12142016|20|6|186
C00002089|12152016|20|15|355
C00002089|12162016|20|3|60
C00002089|12192016|10|59|1645
C00002089|12202016|20|12|288
C00002089|12212016|40|3|85
C00002089|12222016|20|155|6553
C00002089|12272016|14|132|3416
C00002089|12282016|17|116|5110
C00002089|12292016|20|665|17387
C00002089|12302016|10|60|1292
C00002238|12282016|250|1|250
C00002261|12162016|3900|1|3900
C00002261|12192016|1092|1|1092
C00002261|12212016|26|8|366
C00002469|12152016|50|25|13385
C00002469|12162016|340|1|340
C00002469|12312016|20|1162|93963
C00002766|12142016|12|46|1015
C00002766|12152016|25|17|541
C00002766|12192016|5|57|1115
C00002766|12202016|14|290|8358
C00002766|12222016|30|3|284
C00002766|12272016|13|150|4492
C00002766|12282016|5|15|75
C00002766|12302016|5|29|600
C00002840|12152016|60|1|60
C00002840|12192016|24|1|24
C00002881|12162016|10|7|65
C00002881|12232016|5|45|1920
C00002881|12282016|1666|1|1666
C00002881|12302016|5|7|65
C00002972|12142016|300|8|3900
C00002972|12152016|20|39|3522
C00002972|12162016|19|56|4017
C00002972|12192016|38|125|13901
C00002972|12202016|131|26|6026
C00002972|12212016|500|11|5395
C00002972|12222016|19|17|6289
C00002972|12232016|13|22|2439
C00002972|12272016|41|47|7912
C00002972|12282016|40|4|162
C00002972|12292016|42|37|1896
C00002972|12302016|-240|70|2934
C00003111|12152016|70|4|1223
C00003111|12192016|46|4|675
C00003111|12212016|58|4|1216
C00003111|12222016|8|3|536
C00003160|12272016|37|16|1727
C00003251|12152016|1|2|2
C00003251|12162016|1|27|39
C00003251|12192016|5|157|3025
C00003251|12212016|0|14|25
C00003251|12222016|13|77|1869
C00003251|12232016|5|96|1473
C00003251|12242016|1|12|42
C00003251|12272016|1|2|2
C00003251|12282016|4|2|8
C00003327|12162016|41|5|307
C00003327|12212016|250|1|250
C00003327|12292016|250|4|1000
C00003418|12142016|55|993|128789
C00003418|12152016|30|297|154836
C00003418|12162016|10|591|146934
C00003418|12192016|26|1668|640475
C00003418|12202016|30|790|215588
C00003418|12212016|2|967|173504
C00003418|12222016|1|717|91652
C00003418|12232016|45|452|60638
C00003418|12272016|28|1930|230883
C00003418|12282016|9|1176|140817
C00003418|12292016|33|358|43142
C00003418|12302016|-50|2106|2016943
C00003558|12222016|500|1|500
C00003558|12282016|23|1|23
C00003632|12162016|52|18|1238
C00003632|12202016|50|8|491
C00003632|12232016|22|54|2541
C00003632|12282016|57|47|3941
C00003764|12152016|302|18|8675
C00003764|12162016|144|4|1154
C00003764|12192016|637|6|5625
C00003764|12282016|445|2|890
C00003764|12292016|550|4|2515
C00003764|12302016|39|15|15114
C00003806|12212016|40|5|280
C00003806|12302016|28|40|2036
C00003855|12142016|35|6|334
C00003855|12282016|41|1|41
C00003970|12282016|250|4|1500
C00004036|12162016|25|1|25
C00004036|12192016|29|142|6430
C00004036|12202016|30|488|19894
C00004036|12212016|20|36|1496
C00004036|12292016|30|11|474
C00004036|12302016|30|333|13467
C00004275|12232016|12|4|55
C00004275|12292016|40|1|40
C00004275|12302016|125|1|125
C00004275|12312016|31|71|5974
C00004325|12142016|109|5|988
C00004325|12152016|2|10|485
C00004325|12162016|50|2|100
C00004325|12192016|84|2|168
C00004325|12202016|8|13|1043
C00004325|12212016|96|5|467
C00004325|12222016|85|5|760
C00004325|12272016|59|3|547
C00004325|12282016|111|5|628
C00004325|12292016|49|7|933
C00004325|12302016|237|2|475
C00004325|12312016|35|56|2142
C00004473|12202016|225|20|5640
C00004473|12222016|500|1|500
C00004473|12302016|75|7|815
C00004473|12312016|19|44|1581
C00004812|12142016|416|1|416
C00004812|12152016|27|28|8950
C00004812|12162016|51|4|477
C00004812|12172016|20|45|1278
C00004812|12192016|2550|2|5100
C00004812|12202016|18|12|950
C00004812|12212016|208|5|3708
C00004812|12222016|20|43|1684
C00004812|12232016|18|20|1200
C00004812|12252016|100|3|1600
C00004812|12272016|1000|1|1000
C00004812|12282016|750|3|7250
C00004812|12292016|12|9|8093
C00004812|12302016|166|71|34772
C00004812|12312016|10|39|1229
C00004879|12152016|50|5|225
C00004879|12212016|250|1|250
C00004879|12292016|1750|2|3500
C00004879|12302016|35|6|5225
C00004994|12152016|250|3|1041
C00004994|12212016|500|1|500
C00005132|12142016|175|1|175
C00005132|12192016|175|1|175
C00005132|12302016|250|2|500
C00005157|12152016|20|9|415
C00005157|12192016|20|22|495
C00005157|12202016|27|50|2739
C00005249|12142016|250|9|3000
C00005249|12152016|70|5|1745
C00005249|12162016|4|869|32063
C00005249|12182016|-76|10|-393
C00005249|12192016|250|7|3249
C00005249|12202016|31|34|2301
C00005249|12212016|225|9|1950
C00005249|12222016|8|17|3644
C00005249|12232016|400|2|800
C00005249|12272016|200|1|200
C00005249|12282016|100|5|2100
C00005249|12292016|25|3|300
C00005249|12302016|10|25|5178
C00005249|12312016|250|5|1545
C00005561|12202016|85|3|270
C00005660|12142016|250|7|2000
C00005660|12152016|250|5|1625
C00005660|12162016|250|15|5625
C00005660|12182016|250|3|750
C00005660|12192016|312|6|2625
C00005660|12202016|250|13|5000
C00005660|12212016|437|2|875
C00005660|12222016|250|6|1875
C00005660|12262016|250|4|1000
C00005660|12272016|250|1|250
C00005660|12282016|250|12|4375
C00005660|12292016|250|33|10125
C00005660|12302016|250|15|4250
C00005660|12312016|250|3|750
C00005926|12202016|177|2|355
C00006080|12142016|100|3|850
C00006080|12162016|2500|1|2500
C00006080|12172016|675|2|1350
C00006080|12232016|416|2|833
C00006080|12262016|100|1|100
C00006080|12282016|250|1|250
C00006080|12292016|750|1|750
C00006080|12302016|73|22|4667
C00006486|12152016|4000|5|16100
C00006486|12222016|775|10|17950
C00007070|12312016|60|123|15127
C00007450|12222016|20|27|2704
C00007542|12282016|100|45|4525
C00007542|12292016|62|22|2075
C00007658|12142016|50|2|100
C00007658|12152016|50|1|50
C00007658|12162016|55|2|110
C00007658|12172016|10|1|10
C00007658|12182016|10|1|10
C00007658|12192016|20|1|20
C00007658|12212016|30|1|30
C00007658|12222016|10|1|10
C00007658|12232016|25|2|50
C00007658|12242016|14|1|14
C00007658|12252016|7|2|15
C00007658|12262016|10|1|10
C00007658|12282016|25|1|25
C00007658|12302016|25|1|25
C00007880|12142016|8|56|1519
C00007880|12152016|10|117|6774
C00007880|12162016|12|73|2012
C00007880|12192016|10|37|1368
C00007880|12202016|6|168|7091
C00007880|12212016|50|5|560
C00007880|12222016|6|188|4160
C00007880|12232016|8|197|5956
C00007880|12272016|21|41|4397
C00007880|12282016|10|51|937
C00007880|12292016|5|56|1302
C00007880|12302016|10|351|11806
C00007898|12212016|30|1|30
C00007898|12282016|8|10|678
C00007898|12292016|1|21|297
C00007922|12152016|31|86|7403
C00007922|12162016|25|10|475
C00007922|12192016|39|74|5469
C00007922|12202016|65|49|4879
C00007922|12212016|96|12|1748
C00007922|12222016|93|3|372
C00007922|12232016|44|28|2371
C00007922|12282016|30|12|544
C00007922|12302016|80|205|21396
C00007948|12312016|27|192|13962
C00008078|12222016|40|1|40
C00008086|12152016|10|1|10
C00008086|12212016|50|1|50
C00008086|12282016|20|1|20
C00008151|12232016|55|2|110
C00008151|12312016|22|10|423
C00008227|12162016|125|6|840
C00008227|12192016|137|4|1325
C00008227|12292016|105|3|1205
C00008268|12302016|51|30|2759
C00008409|12222016|45|26|1170
C00008474|12192016|2499|1|2499
C00008474|12232016|6|314|23087
C00008474|12302016|135|3|345
C00008664|12202016|458|1|458
C00008664|12212016|150|1|150
C00008664|12222016|8|1|8
C00008664|12232016|308|1|308
C00008664|12242016|8|1|8
C00008664|12252016|16|2|32
C00008664|12282016|253|2|506
C00008664|12292016|300|1|300
C00008664|12312016|8|5|228
C00008748|12162016|-2|394|9821
C00008748|12172016|-17|4|0
C00008748|12302016|6|398|9565
C00008839|12192016|87|8|1575
C00008839|12202016|100|7|1500
C00008839|12212016|150|1|150
C00008839|12222016|55|10|938
C00008839|12232016|100|3|600
C00008839|12272016|30|6|500
C00008839|12312016|22|6|345
C00009282|12152016|5|599|31980
C00009282|12162016|5000|3|15000
C00009282|12292016|2504|2|5008
C00009282|12302016|10|604|37450
C00009357|12162016|20|5|277
C00009357|12302016|20|5|277
C00009423|12152016|200|15|2860
C00009423|12192016|10|7|563
C00009423|12202016|20|13|2516
C00009423|12222016|50|6|300
C00009423|12302016|3960|1|3960
C00009639|12312016|27|260|19182
C00009936|12192016|20|7|267
C00009936|12202016|8|2|17
C00009936|12222016|70|1|70
C00009936|12272016|30|45|1741
C00009936|12312016|30|991|45937
C00009985|12142016|375|2|750
C00009985|12152016|23|32|2840
C00009985|12192016|1000|1|1000
C00009985|12202016|1000|3|3650
C00009985|12212016|500|1|500
C00009985|12222016|235|12|4843
C00009985|12272016|92|8|1673
C00009985|12282016|2500|1|2500
C00009985|12292016|1000|1|1000
C00009985|12302016|375|6|6000
C00009985|12312016|29|38|6590
C00010033|12172016|35|1|35
C00010033|12192016|20|1|20
C00010033|12252016|10|1|10
C00010033|12262016|20|1|20
C00010033|12272016|35|2|70
C00010033|12282016|12|1|12
C00010033|12302016|50|7|400
C00010082|12152016|10|45|6258
C00010082|12162016|14|96|2407
C00010082|12222016|22|15|641
C00010082|12232016|11|121|3419
C00010082|12292016|9|44|1258
C00010082|12302016|12|100|2447
C00010322|12152016|10|187|2374
C00010322|12162016|6|158|1720
C00010322|12172016|5|1|5
C00010322|12192016|-2|1|-2
C00010322|12202016|17|2|35
C00010322|12242016|20|1|20
C00010322|12292016|5|184|1873
C00010322|12302016|10|175|2225
C00010322|12312016|30|353|14555
C00010363|12282016|250|1|250
C00010421|12222016|42|39|3292
C00010421|12272016|41|11|617
C00010421|12312016|35|18|1640
C00010439|12142016|10|5|513
C00010439|12152016|15|3|4065
C00010439|12162016|12|112|3550
C00010439|12172016|62|6|1575
C00010439|12182016|10|2|20
C00010439|12192016|10|1|10
C00010439|12202016|25|13|2820
C00010439|12212016|7|2|15
C00010439|12222016|100|1|100
C00010439|12232016|20|1|20
C00010439|12242016|12|2|25
C00010439|12292016|18|2|37
C00010439|12302016|50|7|400
C00010439|12312016|125|1|125
C00010470|12312016|60|1121|239733
C00010520|12312016|57|44|4540
C00010603|12142016|20|305|19447
C00010603|12152016|10|283|19252
C00010603|12162016|25|421|21053
C00010603|12172016|6|384|13589
C00010603|12182016|3|221|8255
C00010603|12192016|25|259|16449
C00010603|12202016|17|4575|137112
C00010603|12212016|14|266|10124
C00010603|12222016|25|283|20166
C00010603|12232016|10|313|14137
C00010603|12242016|25|135|4368
C00010603|12252016|14|154|7178
C00010603|12262016|6|258|12231
C00010603|12272016|25|559|46703
C00010603|12282016|10|2086|127094
C00010603|12292016|14|114|11740
C00010603|12302016|3|153|14768
C00010603|12312016|25|155|20825
C00010793|12222016|2100|1|2100
C00010983|12152016|6|708|21002
C00010983|12222016|6|1|6
C00010983|12292016|12|715|21083
C00011114|12142016|9|303|7453
C00011114|12152016|25|336|16958
C00011114|12162016|17|252|13302
C00011114|12192016|12|35|691
C00011114|12202016|14|64|1579
C00011114|12212016|8|10|136
C00011114|12222016|6|666|10620
C00011114|12232016|10|1107|12774
C00011114|12282016|8|155|6159
C00011114|12292016|21|293|11265
C00011114|12302016|19|438|19048
C00011189|12202016|20|14|280
C00011197|12162016|200|1|200
C00011197|12282016|250|1|250
C00011197|12292016|25|1|25
C00011197|12302016|10|1|10
C00011262|12142016|100|3|421
C00011262|12152016|20|3|190
C00011262|12192016|20|17|499
C00011262|12202016|20|10|262
C00011262|12212016|50|1|50
C00011262|12222016|25|17|505
C00011262|12272016|20|8|175
C00011262|12292016|20|1|20
C00011262|12302016|75|21|1846
C00011544|12152016|250|4|1750
C00011544|12182016|375|2|750
C00011544|12192016|250|5|2000
C00011544|12212016|250|1|250
C00011544|12222016|250|5|1250
C00011544|12262016|500|1|500
C00011544|12272016|250|1|250
C00011544|12282016|284|2|568
C00011544|12292016|250|1|250
C00012245|12152016|60|224|40899
C00012245|12232016|49|14|2292
C00012328|12152016|500|1|500
C00012468|12152016|15|410|14437
C00012468|12162016|14|129|2782
C00012468|12232016|16|23|716
C00012468|12302016|11|157|3197
C00012468|12312016|25|421|15139
C00012880|12142016|625|2|1250
C00012880|12152016|20|13|643
C00012880|12162016|500|3|1025
C00012880|12172016|50|1|50
C00012880|12182016|71|4|293
C00012880|12202016|31|18|2093
C00012880|12212016|83|17|1733
C00012880|12222016|70|22|5015
C00012880|12242016|50|1|50
C00012880|12262016|250|1|250
C00012880|12272016|83|3|1183
C00012880|12282016|21|22|2428
C00012880|12292016|175|2|350
C00012880|12302016|100|11|2091
C00012880|12312016|375|2|750
C00012914|12142016|500|1|500
C00012914|12152016|100|3|600
C00012914|12162016|72|30|10166
C00012914|12192016|425|2|850
C00012914|12202016|486|1|486
C00012914|12212016|500|3|1750
C00012914|12222016|375|2|750
C00012914|12232016|10|3|52
C00012914|12302016|170|14|5152
C00013342|12222016|24|23|962
C00013342|12272016|100|1|100
C00013748|12152016|25|7|183
C00013748|12172016|11|12|254
C00013748|12192016|-10|3|30
C00013748|12202016|72|2|145
C00013748|12212016|13|4|64
C00013748|12262016|-10|1|-10
C00013748|12272016|41|1|41
C00013961|12192016|625|1|625
C00013961|12202016|1500|1|1500
C00013961|12272016|535|1|535
C00013961|12282016|520|3|6170
C00014498|12212016|500|2|1000
C00014498|12272016|5000|1|5000
C00014498|12292016|432|8|8730
C00015552|12212016|1500|2|3000
C00015594|12152016|275|2|550
C00015933|12232016|10|603|15708
C00016444|12162016|66|10|810
C00016444|12292016|75|1|75
C00016683|12142016|5000|1|5000
C00016683|12152016|15|1785|50288
C00016683|12162016|15|24|733
C00016683|12192016|1000|1|1000
C00016683|12232016|10|3|40
C00016683|12302016|8|1824|51573
C00016899|12142016|16|1|16
C00016899|12152016|16|4|68
C00016899|12162016|16|1|16
C00016899|12172016|16|1|16
C00016899|12182016|16|5|165
C00016899|12192016|16|2|32
C00016899|12202016|16|2|32
C00016899|12212016|416|1|416
C00016899|12232016|16|1|16
C00016899|12242016|50|1|50
C00016899|12252016|20|4|87
C00016899|12262016|16|1|16
C00016899|12272016|16|2|32
C00016899|12282016|16|4|73
C00016899|12292016|16|5|80
C00016899|12302016|-48|1|-48
C00017194|12272016|13|211|30852
C00017244|12282016|500|1|500
C00017525|12152016|50|1|50
C00017525|12162016|35|2|70
C00017525|12172016|20|1|20
C00017525|12202016|20|1|20
C00017525|12252016|50|3|125
C00017525|12262016|35|1|35
C00017558|12152016|100|1|100
C00017558|12302016|30|201|15855
C00018028|12242016|1000|1|1000
C00018028|12312016|78|2|157
C00018036|12242016|15|386|25025
C00018929|12202016|5000|1|5000
C00018929|12212016|500|1|500
C00018929|12302016|333|1|333
C00018945|12302016|62|2|125
C00019331|12142016|13|8|256
C00019331|12152016|10|11|3303
C00019331|12162016|25|1|25
C00019331|12172016|17|6|185
C00019331|12182016|2|5|310
C00019331|12192016|25|9|792
C00019331|12202016|27|6|190
C00019331|12212016|8|9|2500
C00019331|12222016|45|3|101
C00019331|12232016|20|4|115
C00019331|12242016|25|7|462
C00019331|12252016|2|7|207
C00019331|12262016|25|3|60
C00019331|12272016|17|4|110
C00019331|12282016|22|10|285
C00019331|12292016|14|14|634
C00019331|12302016|38|13|533
C00019331|12312016|14|14|498
C00019380|12142016|15|6|175
C00019380|12152016|20|33|971
C00019380|12162016|15|4|105
C00019380|12172016|20|11|740
C00019380|12182016|35|2|70
C00019380|12192016|20|7|130
C00019380|12202016|20|5|85
C00019380|12212016|40|17|1265
C00019380|12222016|50|5|760
C00019380|12242016|15|4|65
C00019380|12252016|15|6|195
C00019380|12262016|10|5|90
C00019380|12272016|20|3|370
C00019380|12282016|20|11|520
C00019380|12292016|20|11|303
C00019380|12302016|14|12|348
C00019380|12312016|255|2|510
C00019653|12312016|35|136|12236
C00020818|12142016|60|1|60
C00020818|12162016|42|10|645
C00021121|12152016|240|9|2436
C00021121|12162016|20|27|615
C00021121|12222016|17|4|80
C00021121|12232016|12|10|187
C00021121|12272016|250|3|710
C00021121|12282016|375|2|750
C00021121|12292016|16|1|16
C00021121|12302016|14|30|860
C00021121|12312016|26|55|6633
C00021972|12312016|60|72|9322
C00022343|12142016|75|50|13100
C00022343|12152016|25|75|5313
C00022343|12162016|100|1|100
C00022343|12192016|250|5|1575
C00022343|12202016|150|14|4950
C00022343|12212016|250|15|3750
C00022343|12222016|175|12|5100
C00022343|12232016|200|16|7650
C00022343|12242016|600|1|600
C00022343|12272016|350|7|6900
C00022343|12282016|50|17|7600
C00022343|12292016|500|15|7100
C00022343|12302016|200|16|14000
C00022343|12312016|150|24|7815
C00022368|12212016|2500|1|2500
C00022368|12302016|1000|1|1000
C00022368|12312016|30|17|3171
C00023028|12162016|250|25|8876
C00023028|12192016|300|3|850
C00023028|12282016|200|23|8248
C00023028|12302016|250|9|5820
C00023028|12312016|41|3|321
C00023580|12152016|10|8|156
C00023580|12162016|5|1482|18273
C00023580|12192016|5|33|481
C00023580|12202016|10|2|20
C00023580|12212016|15|7|190
C00023580|12222016|20|8|215
C00023580|12232016|15|8|160
C00023580|12272016|4|31|1277
C00023580|12282016|12|238|7075
C00023580|12292016|10|11|145
C00023580|12302016|5|1540|18974
C00023580|12312016|5|15|744
C00023838|12142016|100|3|267
C00023838|12212016|550|2|1100
C00023838|12232016|100|1|100
C00023838|12272016|22|34|1595
C00023838|12312016|15|5|190
C00024281|12312016|32|6|326
C00024422|12152016|75|1|75
C00024422|12192016|35|1|35
C00024422|12202016|22|1|22
C00024422|12212016|84|1|84
C00024422|12232016|37|1|37
C00024422|12272016|93|2|186
C00024521|12162016|12|100|8016
C00024521|12192016|83|3|2249
C00024521|12202016|41|3|82
C00024521|12212016|1000|2|2000
C00024521|12222016|16|6|214
C00024521|12272016|500|1|500
C00024521|12282016|60|40|12853
C00024521|12292016|124|12|7754
C00024521|12302016|32|78|21178
C00024679|12142016|250|1|250
C00024679|12152016|275|6|1850
C00024679|12182016|10|1|10
C00024679|12192016|1000|1|1000
C00024679|12222016|12|2|25
C00024679|12232016|25|1|25
C00024679|12242016|25|1|25
C00024679|12262016|20|1|20
C00024679|12272016|50|1|50
C00024679|12282016|100|1|100
C00024679|12292016|25|3|65
C00024679|12302016|10|4|545
C00024679|12312016|300|1|300
C00024869|12162016|29|700|78896
C00024869|12232016|30|318|19985
C00024935|12312016|125|7|1261
C00024968|12142016|16|31|5334
C00024968|12152016|35|10|2102
C00024968|12162016|32|14|2168
C00024968|12172016|51|10|754
C00024968|12182016|62|8|811
C00024968|12192016|35|12|1425
C00024968|12202016|55|20|2467
C00024968|12212016|37|10|1137
C00024968|12222016|62|8|1191
C00024968|12232016|25|11|1495
C00024968|12242016|50|15|1226
C00024968|12252016|83|9|747
C00024968|12262016|62|16|2367
C00024968|12272016|37|15|1270
C00024968|12282016|42|83|6054
C00024968|12292016|66|21|2166
C00025254|12152016|50|1|50
C00025254|12182016|30|2|60
C00025254|12202016|55|2|110
C00025254|12212016|125|1|125
C00025254|12222016|100|3|370
C00025254|12252016|35|1|35
C00025254|12262016|50|1|50
C00025254|12272016|250|1|250
C00025254|12282016|35|5|635
C00025254|12292016|262|2|525
C00025254|12302016|35|4|170
C00025395|12162016|9|34|621
C00025395|12302016|12|35|594
C00025536|12232016|13|22|481
C00027342|12312016|22|268|11361
C00027466|12142016|2|203|40566
C00027466|12152016|25|305|17596
C00027466|12162016|28|148|14309
C00027466|12172016|25|115|9391
C00027466|12182016|25|127|8181
C00027466|12192016|51|209|22060
C00027466|12202016|50|347|30332
C00027466|12212016|26|232|18266
C00027466|12222016|26|274|18791
C00027466|12232016|25|241|18525
C00027466|12242016|25|145|16404
C00027466|12252016|30|178|20792
C00027466|12262016|15|212|17712
C00027466|12272016|50|263|21107
C00027466|12282016|2|419|38001
C00027466|12292016|26|424|39766
C00027466|12302016|20|932|96265
C00027466|12312016|25|227|21305
C00027466|818216|25|1|25
C00027532|12142016|175|4|964
C00027532|12152016|65|28|4641
C00027532|12212016|150|1|150
C00027532|12222016|62|18|2800
C00027532|12292016|100|25|3075
C00028787|12162016|500|1|500
C00028787|12312016|41|5|215
C00028860|12312016|17|416|26823
C00029348|12272016|250|1|250
C00029348|12312016|30|29|2472
C00029447|12142016|15|379|13450
C00029447|12152016|450|1|450
C00029447|12162016|23|128|8111
C00029447|12172016|450|5|2350
C00029447|12192016|10|9|1068
C00029447|12202016|11|428|14251
C00029447|12212016|31|690|43346
C00029447|12222016|62|115|12718
C00029447|12232016|20|307|9143
C00029447|12262016|500|1|500
C00029447|12272016|450|1|450
C00029447|12282016|16|96|4787
C00029447|12292016|25|142|7153
C00029447|12302016|26|86|3843
C00029447|12312016|500|3|1550
C00029504|12162016|2|10|27
C00029504|12202016|31|364|23083
C00030676|12312016|30|311|37584
C00030718|12142016|300|31|8081
C00030718|12152016|7|30|4717
C00030718|12162016|3|38|8601
C00030718|12192016|4|14|1328
C00030718|12202016|50|5|200
C00030718|12212016|10|5|100
C00030718|12222016|12|9|1077
C00030718|12302016|22|34|1159
C00030734|12152016|24|10|558
C00030734|12312016|20|11|3058
C00030809|12212016|35|222|22648
C00030809|12222016|416|1|416
C00030809|12292016|500|1|500
C00030809|12302016|26|4|177
C00031054|12142016|30|11|956
C00031054|12192016|30|9|405
C00031054|12202016|25|3|235
C00031054|12212016|10|27|2248
C00031054|12222016|48|1|48
C00031054|12292016|27|16|2082
C00031054|12302016|25|1|25
C00031054|12312016|15158|1|15158
C00031088|12182016|8|1|8
C00031088|12192016|30|1|30
C00031088|12202016|20|1|20
C00031088|12212016|62|4|309
C00031088|12222016|27|2|55
C00031088|12242016|17|2|35
C00031088|12252016|16|2|33
C00031088|12262016|8|1|8
C00031088|12272016|8|1|8
C00031088|12282016|250|1|250
C00031088|12292016|8|1|8
C00032334|12142016|65|4|280
C00032334|12162016|30|7|585
C00032334|12312016|130|1|130
C00032698|12142016|8|42|1199
C00032698|12152016|10|6|370
C00032698|12162016|11|9|1221
C00032698|12202016|250|12|4160
C00032698|12212016|9|6|58
C00032698|12222016|1000|1|1000
C00032698|12232016|10|10|182
C00032698|12272016|290|4|2030
C00032698|12282016|23|56|6833
C00032698|12292016|500|1|500
C00032698|12302016|10|17|3271
C00032698|12312016|10|7|430
C00032797|12312016|252|118|39092
C00032979|12142016|10|108|2935
C00032979|12152016|6|34|616
C00032979|12162016|2|77|1251
C00032979|12192016|1|163|3681
C00032979|12202016|5|791|4571
C00032979|12212016|5|79|1695
C00032979|12222016|3|49|1057
C00032979|12232016|0|212|5716
C00032979|12272016|5|110|2812
C00032979|12282016|3|808|4996
C00032979|12292016|5|153|2906
C00032979|12302016|20|65|2036
C00032995|12142016|25|15|415
C00032995|12162016|20|23|597
C00032995|12192016|9|17|274
C00032995|12202016|4|48|411
C00032995|12222016|10|135|1931
C00032995|12232016|10|22|325
C00032995|12282016|20|25|575
C00032995|12292016|10|24|495
C00032995|12302016|5|11|674
C00033134|12152016|300|2|600
C00033134|12162016|500|1|500
C00033134|12172016|500|2|1000
C00033134|12212016|25|1|25
C00033134|12282016|7500|1|7500
C00033423|12232016|7|77|1819
C00033555|12152016|5|92|655
C00033555|12222016|2|94|658
C00033555|12292016|5|95|663
C00033589|12152016|9|342|8422
C00033589|12302016|15|345|8435
C00033704|12312016|37|48|7408
C00033969|12212016|8|255|5348
C00033977|12312016|52|14|1552
C00034033|12142016|10|1|10
C00034033|12172016|10|1|10
C00034033|12182016|10|1|10
C00034033|12192016|20|1|20
C00034033|12202016|10|1|10
C00034033|12212016|120|1|120
C00034033|12222016|100|1|100
C00034033|12252016|10|1|10
C00034033|12292016|10|1|10
C00034132|12312016|63|156|24871
C00034298|12312016|25|166|18369
C00034330|12302016|15|77|4619
C00034355|12312016|37|14|2530
C00034405|12312016|60|1029|114719
C00034470|12152016|50|41|3687
C00034470|12302016|30|4|169
C00034488|12142016|365|1|365
C00034488|12152016|8|454|23166
C00034488|12162016|200|1|200
C00034488|12202016|2500|1|2500
C00034488|12212016|5000|1|5000
C00034488|12232016|5000|1|5000
C00034488|12312016|8|454|13214
C00034678|12302016|250|2|500
C00034678|12312016|60|10|1082
C00034785|12222016|775|4|9050
C00034785|12232016|1000|1|1000
C00034827|12152016|15|32|1094
C00034827|12312016|25|31|1033
C00034884|12312016|38|35|3043
C00035204|12162016|800|1|800
C00035204|12202016|350|1|350
C00035204|12232016|250|3|1050
C00035204|12272016|250|1|250
C00035204|12292016|500|5|2750
C00035204|12302016|375|10|4400
C00035451|12142016|45|17|1752
C00035451|12152016|85|10|1843
C00035451|12162016|10|5|145
C00035451|12172016|35|4|670
C00035451|12182016|50|9|441
C00035451|12192016|36|4|238
C00035451|12202016|42|13|1229
C00035451|12212016|83|15|2102
C00035451|12222016|84|5|554
C00035451|12232016|20|6|542
C00035451|12242016|63|2|126
C00035451|12252016|20|2|40
C00035451|12262016|30|12|677
C00035451|12272016|42|5|287
C00035451|12282016|20|21|1821
C00035451|12292016|500|2|1000
C00035451|12302016|50|7|2025
C00035451|12312016|10|2866|108020
